timestamp_s,step_index,imu_lin_acc_x,imu_lin_acc_y,imu_lin_acc_z,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,vibration_magnitude,lift_joint_position,lift_force_z,pseudo_pressure_pa,drive_joint_velocity,drive_joint_effort,lift_joint_velocity,roller_fl_velocity,roller_fr_velocity,roller_bl_velocity,roller_br_velocity,power_dissipated_w,temperature_c,fault_label
128.0,7680,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6045,nominal
128.016667,7681,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6045,nominal
128.033333,7682,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6044,nominal
128.05,7683,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.604,nominal
128.066667,7684,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6038,nominal
128.083333,7685,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6039,nominal
128.1,7686,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6032,nominal
128.116667,7687,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6036,nominal
128.133333,7688,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6032,nominal
128.15,7689,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6031,nominal
128.166667,7690,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6029,nominal
128.183333,7691,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6028,nominal
128.2,7692,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6027,nominal
128.216667,7693,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6024,nominal
128.233333,7694,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6021,nominal
128.25,7695,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6022,nominal
128.266667,7696,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6019,nominal
128.283333,7697,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.018991,0.029011,0.017779,0.017592,0.0,25.6016,nominal
128.3,7698,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6016,nominal
128.316667,7699,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6013,nominal
128.333333,7700,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6013,nominal
128.35,7701,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6011,nominal
128.366667,7702,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6011,nominal
128.383333,7703,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.601,nominal
128.4,7704,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6009,nominal
128.416667,7705,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6005,nominal
128.433333,7706,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6003,nominal
128.45,7707,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6002,nominal
128.466667,7708,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.6001,nominal
128.483333,7709,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5996,nominal
128.5,7710,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5997,nominal
128.516667,7711,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5993,nominal
128.533333,7712,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.016533,0.029011,0.017779,0.017592,0.0,25.5993,nominal
128.55,7713,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.599,nominal
128.566667,7714,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.599,nominal
128.583333,7715,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5987,nominal
128.6,7716,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5985,nominal
128.616667,7717,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5985,nominal
128.633333,7718,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5984,nominal
128.65,7719,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.598,nominal
128.666667,7720,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5977,nominal
128.683333,7721,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5978,nominal
128.7,7722,-9.77252,3e-05,0.933222,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5977,nominal
128.716667,7723,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5976,nominal
128.733333,7724,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5972,nominal
128.75,7725,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5972,nominal
128.766667,7726,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5969,nominal
128.783333,7727,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5971,nominal
128.8,7728,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5964,nominal
128.816667,7729,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5963,nominal
128.833333,7730,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5964,nominal
128.85,7731,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5962,nominal
128.866667,7732,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5958,nominal
128.883333,7733,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5957,nominal
128.9,7734,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5958,nominal
128.916667,7735,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5956,nominal
128.933333,7736,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5955,nominal
128.95,7737,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5951,nominal
128.966667,7738,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5952,nominal
128.983333,7739,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5949,nominal
129.0,7740,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5946,nominal
129.016667,7741,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,,0.029011,0.017779,0.017592,0.0,25.5945,nominal
129.033333,7742,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5943,nominal
129.05,7743,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5939,nominal
129.066667,7744,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5943,nominal
129.083333,7745,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.594,nominal
129.1,7746,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5935,nominal
129.116667,7747,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5934,nominal
129.133333,7748,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5933,nominal
129.15,7749,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.593,nominal
129.166667,7750,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5928,nominal
129.183333,7751,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5929,nominal
129.2,7752,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5926,nominal
129.216667,7753,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5922,nominal
129.233333,7754,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5925,nominal
129.25,7755,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5921,nominal
129.266667,7756,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5919,nominal
129.283333,7757,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5919,nominal
129.3,7758,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5915,nominal
129.316667,7759,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5916,nominal
129.333333,7760,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5916,nominal
129.35,7761,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5913,nominal
129.366667,7762,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5909,nominal
129.383333,7763,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5908,nominal
129.4,7764,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5904,nominal
129.416667,7765,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5906,nominal
129.433333,7766,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5904,nominal
129.45,7767,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5904,nominal
129.466667,7768,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.009465,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5899,nominal
129.483333,7769,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5899,nominal
129.5,7770,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5897,nominal
129.516667,7771,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5892,nominal
129.533333,7772,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5896,nominal
129.55,7773,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5893,nominal
129.566667,7774,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5889,nominal
129.583333,7775,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5891,nominal
129.6,7776,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5887,nominal
129.616667,7777,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5886,nominal
129.633333,7778,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5884,nominal
129.65,7779,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5883,nominal
129.666667,7780,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.588,nominal
129.683333,7781,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.588,nominal
129.7,7782,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5875,nominal
129.716667,7783,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5878,nominal
129.733333,7784,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5874,nominal
129.75,7785,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5872,nominal
129.766667,7786,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5873,nominal
129.783333,7787,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5869,nominal
129.8,7788,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5866,nominal
129.816667,7789,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5866,nominal
129.833333,7790,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5868,nominal
129.85,7791,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,2871.373393,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.586,nominal
129.866667,7792,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5859,nominal
129.883333,7793,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5859,nominal
129.9,7794,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5857,nominal
129.916667,7795,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5856,nominal
129.933333,7796,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5857,nominal
129.95,7797,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5852,nominal
129.966667,7798,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5852,nominal
129.983333,7799,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.585,nominal
130.0,7800,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5847,nominal
130.016667,7801,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5843,nominal
130.033333,7802,-9.77252,3e-05,0.856711,-0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5845,nominal
130.05,7803,-9.77252,3e-05,0.856711,-0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5844,nominal
130.066667,7804,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5841,nominal
130.083333,7805,-9.77252,3e-05,0.856711,0.0,0.0,-0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.018732,0.017592,0.0,25.5839,nominal
130.1,7806,-9.77252,3e-05,0.856711,0.0,0.0,0.0,9.81,-0.045975,-738.923773,-9236.5472,0.010401,3028.383545,0.073892,0.017542,0.029011,0.017779,0.017592,0.0,25.5838,nominal
